文件,情感,时长(s),静音比例,F0均值(Hz),F0标准差(Hz),SNR(dB),频谱平滑度,说话速率(syll/sec)
11.TF_11_angry_2.wav,ANGER,1.365375,0.41605839416058393,308.10980682704303,22.93402331632933,15.384488105773926,0.5576012,3.6619976197015474
11.TF_11_angry_3.wav,ANGER,2.133375,0.4485981308411215,289.5224968379838,18.098716155391518,17.593131065368652,0.71862394,4.68740844905373
11.TF_11_angry_4.wav,ANGER,2.645375,0.569811320754717,251.95188231286122,25.99410803174377,26.297810077667236,0.6662286,3.4021641544204506
11.TF_11_angry_5.wav,ANGER,1.792,0.5222222222222223,256.6293475322912,21.703610229820057,24.341466426849365,0.48835036,3.3482142857142856
12.EF_7 Angry_1.wav,ANGER,2.304,0.3852813852813853,335.93086772246994,41.22915075167383,12.905409336090088,0.74341655,3.0381944444444446
12.EF_7 Angry_2.wav,ANGER,1.877375,0.5957446808510638,396.23215248460417,57.450402251774655,13.911842107772827,0.4680238,1.0653172647979225
12.EF_7 Angry_3.wav,ANGER,3.2426875,0.49846153846153846,298.6004900047806,24.53436709080049,10.634887218475342,0.49644825,2.467089412717075
12.EF_7 Angry_4.wav,ANGER,2.048,0.4,302.80439895737544,59.341270314443996,15.311585664749146,1.7162805,3.90625
12.EF_7 Angry_5.wav,ANGER,1.9626875,0.4213197969543147,383.04958219819343,60.64356395535302,13.320817947387695,1.0027121,3.0570327675699773
12.TF_11_angry_1.wav,ANGER,2.048,0.6292682926829268,312.58698418787344,30.196119579320317,33.950889110565186,0.68788666,2.44140625
12.TF_11_angry_2.wav,ANGER,1.792,0.6666666666666666,291.10726817751794,23.070747653455214,26.89946174621582,0.5809508,2.232142857142857
12.TF_11_angry_3.wav,ANGER,1.9626875,0.34517766497461927,346.8514287321337,45.37474422968039,13.992512226104736,0.91636956,3.5665382288316403
12.TF_11_angry_4.wav,ANGER,2.048,0.6195121951219512,302.36070801318886,20.618629169891914,40.666985511779785,0.45256463,2.9296875
12.TF_11_angry_5.wav,ANGER,2.389375,0.5690376569037657,297.2982215651575,47.07367485197208,25.296084880828857,0.49423692,3.7666753858226527
13.EF_10 Angry_1.wav,ANGER,1.877375,0.4308510638297872,321.48429806264517,37.07898345570505,17.79960036277771,0.51687336,3.7286104267927294
13.EF_10 Angry_2.wav,ANGER,1.536,0.5,290.30340011778736,40.885259011725594,21.718261241912842,0.66617286,1.953125
13.EF_10 Angry_3.wav,ANGER,2.048,0.5121951219512195,302.0790722689349,51.42151521735726,21.837737560272217,0.5267059,3.90625
13.EF_10 Angry_4.wav,ANGER,1.877375,0.4734042553191489,275.1915256499205,40.25858002023592,15.65016508102417,0.5708317,3.195951794393768
13.EF_10 Angry_5.wav,ANGER,1.536,0.5974025974025974,297.61932703813403,52.729787893392725,22.140588760375977,0.49319923,2.6041666666666665
13.TM_11_angry_1.wav,ANGER,2.7306875,0.656934306569343,293.4638892505148,22.62932153106408,49.76943016052246,0.545192,3.6620814355359226
13.TM_11_angry_2.wav,ANGER,1.621375,0.6687116564417178,274.72140005838145,60.706281320658746,28.133933544158936,0.5019563,1.8502813969624547
13.TM_11_angry_3.wav,ANGER,2.048,0.5756097560975609,324.05921909592365,29.328724230650675,27.036235332489014,0.5953065,2.44140625
13.TM_11_angry_4.wav,ANGER,1.7066875,0.4152046783625731,291.60263598332017,18.711101760867038,19.725866317749023,0.6226477,4.101512432709562
13.TM_11_angry_5.wav,ANGER,2.2186875,0.4774774774774775,276.7332978083523,18.03909059466783,17.934246063232422,0.7958173,4.507169216034254
14.EM_11 Angry_1.wav,ANGER,2.048,0.6048780487804878,287.5410983262774,46.16185762635666,8.149524927139282,0.2606858,1.953125
14.EM_11 Angry_2.wav,ANGER,3.4986875,0.42,383.1838665545811,61.872233899821396,9.499671459197998,0.35299677,3.4298576251808712
14.EM_11 Angry_3.wav,ANGER,2.2186875,0.33783783783783783,286.13490432875625,31.936955088941595,8.402816653251648,0.5273693,4.957886137637679
14.EM_11 Angry_4.wav,ANGER,2.048,0.3024390243902439,310.0562505019219,24.238718970354533,9.242773652076721,0.5003487,5.37109375
14.EM_11 Angry_5.wav,ANGER,2.389375,0.4435146443514644,319.08219768445906,43.29272642146333,12.667887210845947,0.5676078,2.5111169238817683
14.TM_11_angry_1.wav,ANGER,2.2186875,0.6036036036036037,292.6266546328273,20.82221037378748,31.11962080001831,0.61738414,3.6057353728274033
14.TM_11_angry_2.wav,ANGER,2.048,0.6682926829268293,296.40384744958465,31.530380361341084,45.496602058410645,0.4780957,1.953125
14.TM_11_angry_3.wav,ANGER,1.792,0.4722222222222222,301.04767141675495,41.492425300261374,20.6066632270813,0.5617703,3.3482142857142856
14.TM_11_angry_4.wav,ANGER,2.304,0.5930735930735931,298.67678561753564,22.576654310074233,46.717963218688965,0.42608437,2.170138888888889
14.TM_11_angry_5.wav,ANGER,2.645375,0.5207547169811321,304.53669373544125,28.887293626808095,25.72248935699463,0.49434486,2.6461276756603507
15.EM_13 Angry_1.wav,ANGER,1.9626875,0.5380710659898477,287.51798235972035,37.11265811148114,13.473924398422241,0.38914266,2.547527306308315
15.EM_13 Angry_2.wav,ANGER,1.9626875,0.5685279187817259,297.0507045493085,18.463480145731914,12.04591989517212,0.46467948,2.038021845046652
15.EM_13 Angry_3.wav,ANGER,2.133375,0.5233644859813084,271.86530768580224,41.10718506208142,9.663845896720886,0.2535423,1.4062225347161188
15.EM_13 Angry_4.wav,ANGER,1.9626875,0.4720812182741117,279.0947221755793,34.97157727109126,12.987195253372192,0.63138604,4.076043690093304
15.EM_13 Angry_5.wav,ANGER,2.389375,0.6903765690376569,300.6679234793897,50.56436712004374,7.103708386421204,0.19289446,2.5111169238817683
15.TF_11_angry_1.wav,ANGER,1.621375,0.3496932515337423,342.3619284016502,33.04469324767511,10.368235111236572,0.67504656,4.934083725233212
15.TF_11_angry_2.wav,ANGER,1.4506875,0.547945205479452,320.93459186987815,25.41291169373929,10.605465173721313,0.48409402,2.0679850071086987
15.TF_11_angry_3.wav,ANGER,1.877375,0.26595744680851063,300.0386114357613,46.599798376166675,10.503942966461182,0.9089482,4.7939276915906515
15.TF_11_angry_4.wav,ANGER,1.877375,0.3670212765957447,288.2389792628381,14.539428156816031,11.111057996749878,0.7159204,4.7939276915906515
15.TF_11_angry_5.wav,ANGER,2.304,0.22943722943722944,290.7718933260418,15.290760490212513,8.06006133556366,0.7647627,5.208333333333334
16.EF_12 Angry_1.wav,ANGER,1.621375,0.5337423312883436,313.1207843378375,64.83433375533085,9.505851864814758,0.3534671,1.8502813969624547
16.EF_12 Angry_2.wav,ANGER,2.133375,0.6869158878504673,287.68207052307076,62.752566726010365,9.04755413532257,0.24367973,0.9374816898107459
16.EF_12 Angry_3.wav,ANGER,2.4746875,0.47580645161290325,255.03566588186874,41.20881981137537,8.932426571846008,0.37675852,2.4245485541103675
16.EF_12 Angry_4.wav,ANGER,2.048,0.697560975609756,269.3865999923791,38.155735061802424,,0.21790262,1.46484375
16.EF_12 Angry_5.wav,ANGER,1.536,0.6948051948051948,267.11893940863064,51.236778594879794,9.348310232162476,0.34775835,1.953125
16.TM_11_angry_1.wav,ANGER,1.792,0.49444444444444446,304.32164831008373,44.88102607532993,21.81689739227295,0.85384667,2.232142857142857
16.TM_11_angry_2.wav,ANGER,1.4506875,0.6164383561643836,353.4022507311143,54.53236740191777,26.870882511138916,0.50380135,2.757313342811598
16.TM_11_angry_3.wav,ANGER,2.4746875,0.5967741935483871,310.0779313953413,38.553892461516064,33.97526741027832,0.59272075,3.6368228311655515
16.TM_11_angry_4.wav,ANGER,2.048,0.45365853658536587,281.94744297575517,26.178733999804123,16.220593452453613,0.6906427,3.41796875
16.TM_11_angry_5.wav,ANGER,2.048,0.3951219512195122,286.77232815645726,34.88018810752183,14.694844484329224,0.91465455,3.90625
17.EM_7 Angry_1.wav,ANGER,1.621375,0.6196319018404908,307.62821549604536,51.96412649006393,18.894165754318237,0.78908825,1.8502813969624547
17.EM_7 Angry_2.wav,ANGER,1.877375,0.5053191489361702,326.3553773297556,47.64399632428143,17.058076858520508,0.88613355,2.130634529595845
17.EM_7 Angry_3.wav,ANGER,1.365375,0.5036496350364964,281.07581955842744,27.427020937826082,16.43553853034973,0.61896396,2.9295980957612375
17.EM_7 Angry_4.wav,ANGER,2.304,0.5064935064935064,284.7662356102329,25.01492290241812,16.164424419403076,0.66627806,3.0381944444444446
17.EM_7 Angry_5.wav,ANGER,1.621375,0.44171779141104295,276.0792802896759,33.12390741752984,13.024675846099854,0.62000084,3.7005627939249095
17.TM_11_angry_1.wav,ANGER,3.157375,0.7183544303797469,280.3136201453433,49.48880065922643,39.83898162841797,0.160855,2.53375034641118
17.TM_11_angry_2.wav,ANGER,1.877375,0.776595744680851,382.7475851358135,54.49906421424558,34.04563665390015,0.30897218,1.597975897196884
17.TM_11_angry_3.wav,ANGER,2.4746875,0.3911290322580645,347.7334880987713,80.6554062095464,11.854838132858276,0.94402957,4.040914256850613
17.TM_11_angry_4.wav,ANGER,2.048,0.5463414634146342,326.05197627384547,63.00714711278915,29.316236972808838,0.6351105,4.39453125
17.TM_11_angry_5.wav,ANGER,2.7306875,0.6131386861313869,314.4353834501808,37.139653485381054,34.169859886169434,0.6357133,2.5634570048751457
18.EM_11 Angry_1.wav,ANGER,3.157375,0.6044303797468354,368.0903093767004,99.35863132140395,14.969637393951416,0.70073813,1.900312759808385
18.EM_11 Angry_2.wav,ANGER,3.4986875,0.7742857142857142,412.0270960223513,51.35875473667998,12.241016626358032,0.23172635,1.4291073438253632
18.EM_11 Angry_3.wav,ANGER,3.2426875,0.7446153846153846,336.51228706162533,66.31256468874336,,0.19008024,0.9251585297689031
18.EM_11 Angry_4.wav,ANGER,3.2426875,0.6461538461538462,333.1895363683362,99.31763480606321,13.748211860656738,0.37188777,1.8503170595378062
18.EM_11 Angry_5.wav,ANGER,2.7306875,0.7664233576642335,291.70806555853864,77.2433456492515,12.050617933273315,0.28154552,1.0986244306607769
18.TF_11_angry_1.wav,ANGER,1.621375,0.25766871165644173,366.04829704120436,31.53330815216943,9.454658031463623,0.78448975,3.0838023282707576
18.TF_11_angry_2.wav,ANGER,1.792,0.4722222222222222,333.72096968945806,54.20414716598993,11.020859479904175,0.5303892,2.790178571428571
18.TF_11_angry_3.wav,ANGER,1.9626875,0.23857868020304568,346.6174149269694,54.6360472794346,10.407265424728394,0.9163831,4.585549151354966
18.TF_11_angry_4.wav,ANGER,2.133375,0.4672897196261682,269.41967370965415,19.740054445684684,10.46166181564331,0.42655978,3.2811859143376108
18.TF_11_angry_5.wav,ANGER,1.621375,0.07975460122699386,284.9747300787988,26.163814630447256,7.087965607643127,0.83716947,6.167604656541515
19.EM_12 Angry-5.wav,ANGER,2.645375,0.6037735849056604,298.2096666643054,28.524564350386076,9.668201804161072,0.3461771,2.6461276756603507
19.EM_12 Angry_1.wav,ANGER,2.56,0.8754863813229572,319.59380024435325,13.118928725894527,,0.21678407,0.78125
19.EM_12 Angry_2.wav,ANGER,2.901375,0.6494845360824743,239.00525963009608,16.179816586090528,11.71651840209961,0.42761353,1.378656671405799
19.EM_12 Angry_3.wav,ANGER,2.389375,0.5690376569037657,272.4174756884505,45.50090741962295,9.120104312896729,0.2800218,2.0925974365681403
19.EM_12 Angry_4.wav,ANGER,2.4746875,0.6451612903225806,283.20053018597207,58.67543766386776,12.427958250045776,0.48194385,1.616365702740245
19.TF_11_angry_1.wav,ANGER,1.9626875,0.5939086294416244,256.8754758037027,11.563685118007678,10.464575290679932,0.21978065,3.0570327675699773
19.TF_11_angry_2.wav,ANGER,1.621375,0.4539877300613497,269.0387704701049,32.98796268205439,10.229772329330444,0.47072443,2.467041862616606
19.TF_11_angry_3.wav,ANGER,2.2186875,0.44144144144144143,330.10727398852583,37.96470378179456,11.123491525650024,0.51114583,3.155018451223978
19.TF_11_angry_4.wav,ANGER,1.877375,0.3829787234042553,265.8587261346606,17.422465602362255,9.033193588256836,0.45789677,3.7286104267927294
19.TF_11_angry_5.wav,ANGER,1.9626875,0.350253807106599,264.83678733628,19.78418186388706,8.689867854118347,0.47631207,3.5665382288316403
2.EF_9 Angry_1.wav,ANGER,2.048,0.5658536585365853,315.9747497358227,32.687787433676164,10.202058553695679,0.32626826,1.953125
2.EF_9 Angry_2.wav,ANGER,2.7306875,0.5328467153284672,304.1820426297176,39.46167498004018,8.022263646125793,0.31113514,2.5634570048751457
2.EF_9 Angry_3.wav,ANGER,1.877375,0.574468085106383,331.5298697562794,62.10416688805077,10.547327995300293,0.3303908,2.6632931619948064
2.EF_9 Angry_4.wav,ANGER,2.2186875,0.30180180180180183,286.99324489846515,50.484899275009525,6.390689015388489,0.32248524,4.507169216034254
2.EF_9 Angry_5.wav,ANGER,1.792,0.4722222222222222,309.3124013184337,21.855154784062105,8.93384337425232,0.34070358,3.3482142857142856
2.TF_12_angry_1.wav,ANGER,2.7306875,0.6386861313868614,336.7373407062326,76.30084330663634,32.658867835998535,0.53319216,3.6620814355359226
2.TF_12_angry_2.wav,ANGER,1.9626875,0.7461928934010152,420.50528708127575,37.98622996503619,37.036616802215576,0.3572641,1.5285163837849887
2.TF_12_angry_3.wav,ANGER,2.7306875,0.5802919708029197,415.3166149871236,40.036098371810276,25.978546142578125,0.51568586,2.5634570048751457
2.TF_12_angry_4.wav,ANGER,2.2186875,0.6531531531531531,340.2502496836799,35.54733310474376,36.11804485321045,0.4478152,2.7043015296205524
2.TF_12_angry_5.wav,ANGER,2.2186875,0.5540540540540541,306.9461245603124,47.94839369518028,24.17893886566162,0.42914444,3.6057353728274033
20.EM_11 Angry_1.wav,ANGER,4.2666875,0.6346604215456675,283.9366534415075,59.90323676953901,13.689203262329102,0.41726804,1.874990844771266
20.EM_11 Angry_2.wav,ANGER,2.7306875,0.4197080291970803,311.21527895079987,79.27692477566343,11.552425622940063,0.58015615,2.1972488613215537
20.EM_11 Angry_3.wav,ANGER,2.389375,0.5313807531380753,269.10304924826534,53.84358986657147,9.351739287376404,0.29593816,2.0925974365681403
20.EM_11 Angry_4.wav,ANGER,2.2186875,0.46846846846846846,307.5528187706908,43.14455565963107,14.03937816619873,0.5798543,1.3521507648102762
20.EM_11 Angry_5.wav,ANGER,2.7306875,0.5912408759124088,289.20207573471146,51.2481726049513,12.338916063308716,0.38583955,2.5634570048751457
20.TM_11_angry_1.wav,ANGER,2.133375,0.4532710280373832,267.79171324334504,20.30530193463212,17.722814083099365,0.8176715,5.624890138864475
20.TM_11_angry_2.wav,ANGER,2.2186875,0.7252252252252253,281.1262161040535,30.40024699504999,34.13931131362915,0.48370114,1.8028676864137017
20.TM_11_angry_3.wav,ANGER,1.877375,0.48404255319148937,299.80064738799075,30.349851095109216,16.42320990562439,0.788329,4.26126905919169
20.TM_11_angry_4.wav,ANGER,1.9626875,0.40609137055837563,266.62277996517264,32.548824620246045,14.270590543746948,1.0914725,4.076043690093304
20.TM_11_angry_5.wav,ANGER,2.048,0.4634146341463415,254.61611934506237,20.29150701654627,17.8361713886261,0.86307,3.41796875
21.EM_7 Angry_1.wav,ANGER,2.816,0.6666666666666666,339.55080366097457,48.58513004336398,,0.29820552,1.7755681818181819
21.EM_7 Angry_2.wav,ANGER,2.048,0.7463414634146341,274.2197009087041,8.82719919896473,7.654687166213989,0.18999028,1.46484375
21.EM_7 Angry_3.wav,ANGER,2.56,0.5875486381322957,287.68293742095136,24.408240235489576,8.380686640739441,0.32259303,2.34375
21.EM_7 Angry_4.wav,ANGER,2.9866875,0.5484949832775919,332.6217196542928,44.94452562107311,9.242990612983704,0.31377324,2.6785527444702533
21.EM_7 Angry_5.wav,ANGER,2.9866875,0.6555183946488294,275.53894492384296,21.139542571103686,9.959568977355957,0.3026356,2.3437336514114717
21.TM_10_angry_1.wav,ANGER,1.7066875,0.43859649122807015,284.82655998041514,28.026418084323822,14.011811017990112,1.0518069,4.101512432709562
21.TM_10_angry_2.wav,ANGER,1.365375,0.7153284671532847,276.24200466762085,18.484765051429097,32.47750997543335,0.32722306,2.197198571820928
21.TM_10_angry_3.wav,ANGER,2.645375,0.5509433962264151,287.7234724434292,32.714688668625676,30.84968090057373,1.2203404,3.0241459150404006
21.TM_10_angry_4.wav,ANGER,2.2186875,0.5135135135135135,273.2885263175778,23.478003037313595,25.77850580215454,0.7418686,2.7043015296205524
21.TM_10_angry_5.wav,ANGER,2.048,0.47317073170731705,297.04720819889803,32.49433227217476,18.688712120056152,1.062015,3.90625
22.EF_11 Angry_1.wav,ANGER,2.7306875,0.4306569343065693,279.21866065817755,43.489393732531084,11.663980484008789,0.646262,4.3944977226431075
22.EF_11 Angry_2.wav,ANGER,2.133375,0.42990654205607476,286.10958019519484,42.84781840617969,12.030576467514038,0.7732261,3.2811859143376108
22.EF_11 Angry_3.wav,ANGER,1.877375,0.44148936170212766,299.32086876085424,46.061224245189216,8.743309378623962,0.37759602,1.597975897196884
22.EF_11 Angry_4.wav,ANGER,1.877375,0.4574468085106383,271.15618501211077,36.589720586377716,10.51318645477295,0.37770414,4.26126905919169
22.EF_11 Angry_5.wav,ANGER,1.9626875,0.5431472081218274,268.2581716184905,33.861649645329976,10.152242183685303,0.47754878,3.0570327675699773
22.TM_10_angry_1.wav,ANGER,2.048,0.48292682926829267,267.2085201764048,27.28699064939998,17.689305543899536,0.56214875,2.9296875
22.TM_10_angry_2.wav,ANGER,1.877375,0.7925531914893617,296.0592195160706,30.723506991146206,42.24463939666748,0.21782394,1.597975897196884
22.TM_10_angry_3.wav,ANGER,2.2186875,0.5675675675675675,302.1134911106897,29.84550397383446,20.185718536376953,0.37002167,4.056452294430828
22.TM_10_angry_4.wav,ANGER,2.56,0.7198443579766537,271.37674860654215,23.607906149644617,32.75279998779297,0.16776451,2.34375
22.TM_10_angry_5.wav,ANGER,1.877375,0.4734042553191489,252.90005639958167,14.615549496729056,17.305808067321777,0.6259184,3.7286104267927294
23.EF_10 Angry_1.wav,ANGER,2.4746875,0.3024193548387097,304.99925245682346,28.259827188795565,8.462618589401245,0.52465105,4.445005682535673
23.EF_10 Angry_2.wav,ANGER,2.389375,0.4686192468619247,432.7466328815537,34.93147856928085,8.46373736858368,0.2916064,2.0925974365681403
23.EF_10 Angry_3.wav,ANGER,2.304,0.42424242424242425,365.8260514268575,49.9768211623931,8.075236678123474,0.33566117,3.4722222222222223
23.EF_10 Angry_4.wav,ANGER,3.2426875,0.39076923076923076,298.82997574111204,65.22516865731019,7.527340054512024,0.3402124,3.7006341190756125
23.EF_10 Angry_5.wav,ANGER,2.389375,0.4560669456066946,,,8.314468264579773,0.322193,5.440753335077165
23.TM_10_angry_1.wav,ANGER,1.9626875,0.15228426395939088,284.2797523480213,18.993929868130966,8.98986041545868,1.7812991,6.114065535139955
23.TM_10_angry_2.wav,ANGER,1.877375,0.6542553191489362,298.48986827456446,40.74809257921667,28.727993965148926,0.8027603,1.597975897196884
23.TM_10_angry_3.wav,ANGER,1.877375,0.20212765957446807,286.8681078385501,16.913923085048207,12.976722717285156,1.4481328,4.7939276915906515
23.TM_10_angry_4.wav,ANGER,1.9626875,0.29441624365482233,282.89826823876666,24.4523298045317,13.767775297164917,1.2513734,4.076043690093304
23.TM_10_angry_5.wav,ANGER,2.56,0.4280155642023346,282.22084373185186,29.10513501450524,16.69652223587036,1.1780128,4.6875
24.EM_12 Angry_1.wav,ANGER,2.133375,0.7242990654205608,347.8387482752534,45.59342940692479,10.336517095565796,0.33975774,0.9374816898107459
24.EM_12 Angry_2.wav,ANGER,2.304,0.2597402597402597,258.46805242568513,19.955915580632418,10.402865409851074,0.89277446,5.208333333333334
24.EM_12 Angry_3.wav,ANGER,2.645375,0.6113207547169811,280.24800103818455,56.11861614873895,11.42599105834961,0.48208508,2.6461276756603507
24.EM_12 Angry_4.wav,ANGER,2.133375,0.5233644859813084,307.4481874037385,48.989155919287114,11.768802404403687,0.5380028,2.343704224526865
24.EM_12 Angry_5.wav,ANGER,1.877375,0.48404255319148937,304.95176914121373,36.58262976190835,11.850141286849976,0.6169404,2.6632931619948064
24.TM_10_angry_1.wav,ANGER,2.4746875,0.5806451612903226,264.73078640977366,20.16863861676954,35.82522630691528,0.46760407,3.23273140548049
24.TM_10_angry_2.wav,ANGER,1.9626875,0.5888324873096447,241.0007240087867,20.32171802121117,28.90397071838379,0.57022256,3.0570327675699773
24.TM_10_angry_3.wav,ANGER,2.901375,0.6048109965635738,246.49360286992942,27.60675673207735,41.080989837646484,0.50057036,2.412649174960148
24.TM_10_angry_4.wav,ANGER,2.389375,0.5648535564853556,260.2496623851036,14.600648572061411,34.64911460876465,0.548583,1.6740779492545124
24.TM_10_angry_5.wav,ANGER,3.669375,0.6648501362397821,256.0661866478774,11.019834263941272,53.60318660736084,0.39848655,2.725259751320048
25.EM_6 Angry_1.wav,ANGER,3.7546875,0.4521276595744681,326.6797764603953,37.855372838367465,14.151486158370972,0.77955914,3.1960049937578026
25.EM_6 Angry_2.wav,ANGER,2.9866875,0.6454849498327759,329.4375814434619,21.032517095716226,,0.40089744,1.6740954652939084
25.EM_6 Angry_3.wav,ANGER,3.669375,0.5831062670299727,282.9769315835243,17.858218878168525,14.59343433380127,0.6480024,1.9076818259240333
25.EM_6 Angry_4.wav,ANGER,3.072,0.8246753246753247,308.07927442134553,65.3501157793196,11.147840023040771,0.25569996,0.9765625
25.EM_6 Angry_5.wav,ANGER,3.584,0.6016713091922006,310.39419950475406,33.431958410894765,9.408270716667175,0.37692097,1.6741071428571428
25.TM_10_angry_1.wav,ANGER,1.9626875,0.5380710659898477,242.01165798241888,15.46965624233885,26.186635494232178,0.69432724,3.0570327675699773
25.TM_10_angry_2.wav,ANGER,1.9626875,0.6192893401015228,266.3447880348641,56.693341148390644,25.049774646759033,0.63656414,3.0570327675699773
25.TM_10_angry_3.wav,ANGER,1.792,0.3888888888888889,266.19993108659986,20.994835905933815,17.759445905685425,0.6543408,4.464285714285714
25.TM_10_angry_4.wav,ANGER,1.7066875,0.43859649122807015,244.88618800862702,25.11219324245748,15.540294647216797,0.43076545,3.5155820851796244
25.TM_10_angry_5.wav,ANGER,1.877375,0.3723404255319149,236.34138559620607,17.798141134485597,17.685354948043823,0.54906625,4.7939276915906515
26.EM_8 Angry_1.wav,ANGER,2.4746875,0.5282258064516129,347.97374763299877,45.77091449191339,9.922913312911987,0.386244,2.8286399797954287
26.EM_8 Angry_2.wav,ANGER,2.4746875,0.6653225806451613,388.5414809375433,62.58323262191742,8.907570242881775,0.20045051,2.0204571284253063
26.EM_8 Angry_3.wav,ANGER,2.7306875,0.48905109489051096,409.8478285315576,46.387455995541515,11.155463457107544,0.5151153,3.29587329198233
26.EM_8 Angry_4.wav,ANGER,1.792,0.46111111111111114,424.88792281386924,44.41237896758584,15.171923637390137,0.72008353,2.232142857142857
26.EM_8 Angry_5.wav,ANGER,1.9626875,0.7563451776649747,368.1849165148541,36.96697923305321,10.208780765533447,0.23727977,1.019010922523326
26.TF_10_angry_1.wav,ANGER,1.9626875,0.5532994923857868,313.66803826357216,33.64384847475626,7.668299674987793,0.25752187,2.547527306308315
26.TF_10_angry_2.wav,ANGER,2.133375,0.7570093457943925,419.4982247818619,44.42052126244685,,0.174439,1.8749633796214917
26.TF_10_angry_3.wav,ANGER,1.877375,0.3776595744680851,379.35485750422157,61.59987021583664,8.180647492408752,0.28452012,3.7286104267927294
26.TF_10_angry_4.wav,ANGER,1.877375,0.44680851063829785,412.6196104948717,24.341428721449013,8.878397941589355,0.34534025,3.7286104267927294
26.TF_10_angry_5.wav,ANGER,1.9626875,0.49746192893401014,383.655262796255,36.00262522326001,11.083734035491943,0.4111698,3.5665382288316403
27.EF_8 Angry_1.wav,ANGER,2.2186875,0.6846846846846847,280.4402704508089,50.874182691096856,,0.2613007,2.253584608017127
27.EF_8 Angry_2.wav,ANGER,1.792,0.5777777777777777,327.16775025416695,82.82220424257807,8.771016001701355,0.30544794,3.90625
